State,Year,Population,Lawful Permanent Residents Total,Lawful Permanent Residents Rank,Adjustments Total,Adjustments Rank,New Arrivals Total,New Arrivals Rank,Nonimmigrants Total,Nonimmigrants Rank,Naturalizations Total,Naturalizations Rank,Refugees Total,Refugees Rank,Asylees Total,Asylees Rank,Lawful Permanent Residents Per Million,Lawful Permanent Residents Per Million Rank,Adjustments Per Million,Adjustments Per Million Rank,New Arrivals Per Million,New Arrivals Per Million Rank,Nonimmigrants Per Million,Nonimmigrants Per Million Rank,Naturalizations Per Million,Naturalizations Per Million Rank,Refugees Per Million,Refugees Per Million Rank,Asylees Per Million,Asylees Per Million Rank
Idaho,2020,1849415,1850,39,1400,38,450,44,28510,44,1390,40,200,21,30,41,1001.938,34,756.996,30,244.942,42,15413.523,46,751.589,37,105.439,3,14.599,42
Idaho,2021,1904848,1710,41,1240,41,480,41,21400,43,1540,42,270,19,20,40,899.809,38,649.921,35,249.889,40,11232.917,34,806.889,41,141.219,2,12.074,35
Idaho,2022,1944299,2050,42,1320,40,730,44,42940,44,2550,38,450,24,10,47,1054.365,40,679.937,35,374.428,45,22082.509,45,1308.955,30,232.989,2,6.686,48
Idaho,2023,1971122,2460,40,1580,38,880,44,57330,45,1470,43,800,27,10,47,1249.035,38,802.081,31,446.954,45,29084.45,46,747.797,45,403.831,5,6.088,49
Illinois,2013,12895129,35990,6,17810,6,18170,6,1197630,9,27710,6,2450,10,680,7,2790.821,15,1381.452,17,1409.369,14,92874.216,18,2148.563,15,190.149,29,52.811,8
Illinois,2014,12884493,36540,6,17990,6,18550,6,1309780,8,26220,6,2580,10,350,8,2835.579,15,1396.097,17,1439.482,14,101655.61,15,2035.315,13,200.085,29,27.164,15
Illinois,2015,12858913,40480,6,20640,6,19840,6,1437220,8,25720,6,2660,9,380,10,3148.167,14,1604.957,13,1543.21,14,111768.623,15,2000.325,17,206.705,30,29.551,21
Illinois,2016,12820527,43210,6,20190,6,23020,6,1497940,8,26000,6,3130,10,290,11,3370.142,15,1574.662,13,1795.48,14,116838.879,15,2028.232,15,243.75,32,22.698,21
Illinois,2017,12778828,40530,6,18950,6,21580,6,1630550,8,24930,7,1700,11,640,9,3171.652,15,1483.078,15,1688.574,15,127598.086,16,1951.118,14,133.033,32,49.77,16
Illinois,2018,12723071,38290,6,18650,6,19630,6,1684800,8,26480,6,700,12,1220,7,3009.258,16,1466.155,16,1543.102,14,132420.703,16,2081.023,12,55.175,33,95.574,13
Illinois,2019,12671821,37960,6,21180,6,16780,6,1686950,8,30470,6,1010,12,2090,6,2995.465,13,1671.267,12,1324.198,15,133126.407,16,2404.706,15,79.31,31,165.012,5
Illinois,2020,12799088,27380,6,17060,5,10320,6,688510,8,19840,8,350,13,1210,6,2138.981,12,1332.751,12,806.229,14,53793.598,16,1549.72,18,27.424,33,94.772,8
Illinois,2021,12700641,26230,6,17720,6,8510,6,341870,8,22680,7,370,11,1040,4,2065.093,13,1394.811,14,670.281,14,26917.382,16,1786.052,17,29.29,33,81.728,6
Illinois,2022,12621821,34550,6,17120,8,17430,6,1020580,7,32520,6,910,11,1500,7,2737.402,13,1356.619,14,1380.783,13,80858.222,16,2576.411,16,71.86,26,118.763,7
Illinois,2023,12642259,37760,6,17880,8,19880,6,1444160,9,33560,6,2330,11,570,9,2986.65,15,1414.462,16,1572.187,13,114232.433,17,2654.51,12,184.461,27,45.008,20
Indiana,2013,6568713,7670,22,4560,22,3110,24,192020,27,4370,26,1540,18,140,16,1167.352,40,693.439,39,473.913,39,29232.21,39,665.123,44,234.597,21,21.009,19
Indiana,2014,6593644,8010,22,4780,21,3230,24,193850,28,4270,25,1610,17,50,25,1214.503,39,724.637,38,489.866,36,29399.373,42,648.2,42,244.781,20,7.886,37
Indiana,2015,6608422,8550,23,5180,21,3380,24,213460,28,4690,24,1790,15,80,25,1294.409,37,783.394,38,511.015,38,32300.449,41,709.095,42,271.32,17,12.56,36
Indiana,2016,6634304,9950,23,5640,20,4300,24,229330,28,5110,23,1890,17,70,27,1499.178,37,850.73,36,648.448,38,34567.906,41,770.691,39,285.335,25,10.099,35
Indiana,2017,6658078,10050,21,6200,20,3850,24,257730,28,6420,20,1040,22,150,23,1509.745,35,931.35,33,578.395,37,38708.769,41,964.242,35,156.502,30,22.98,31
Indiana,2018,6695497,9740,21,5990,21,3760,23,273330,28,6580,22,490,16,350,16,1454.858,37,894.034,36,560.825,37,40823.556,41,982.451,36,73.632,23,51.826,26
Indiana,2019,6732219,8530,22,5400,21,3130,23,304030,27,7390,21,870,13,720,11,1266.596,38,801.37,37,465.226,39,45160.444,38,1097.112,33,128.487,15,107.097,13
Indiana,2020,6790497,6550,22,4460,20,2090,22,142060,26,5110,23,320,14,560,12,964.731,37,657.242,35,307.489,36,20920.855,39,752.08,36,47.566,13,82.026,11
Indiana,2021,6815907,7220,22,5240,20,1980,22,77580,20,6110,22,200,24,380,11,1059.727,32,768.643,31,291.084,36,11382.784,33,896.726,38,29.637,32,55.605,11
Indiana,2022,6844545,8680,21,5090,20,3590,22,179550,27,8330,22,540,19,430,13,1268.309,35,743.22,34,525.09,37,26232.861,39,1217.028,36,78.603,19,62.239,17
Indiana,2023,6880131,10760,22,6380,18,4380,22,249720,26,8500,21,1450,16,120,27,1563.778,35,926.581,29,637.197,36,36295.239,39,1235.587,33,210.606,22,16.86,40
Iowa,2013,3092997,4110,34,2480,31,1630,35,69960,41,2500,34,600,27,20,37,1327.192,34,801.165,34,526.027,36,22618.515,48,809.247,35,193.34,28,6.143,45
Iowa,2014,3109350,4230,34,2550,30,1680,36,77410,41,2000,37,690,27,10,42,1358.805,32,820.107,36,538.698,33,24895.235,48,643.221,43,222.555,24,3.859,41
Iowa,2015,3120960,5050,31,3100,30,1950,34,79710,41,2570,36,780,27,50,30,1617.131,31,993.605,30,623.526,32,25539.578,48,824.746,36,250.884,22,16.982,31
Iowa,2016,3131371,5300,33,2710,31,2590,32,83720,41,2810,33,1000,27,30,34,1692.23,32,866.713,34,825.517,30,26734.616,48,895.774,35,317.752,18,9.9,36
Iowa,2017,3141550,5580,29,2900,31,2680,28,91590,41,2680,34,660,26,50,34,1775.238,31,922.156,34,853.082,27,29152.807,48,852.127,37,209.451,16,16.871,35
Iowa,2018,3148618,5480,31,3060,31,2420,30,94570,41,3610,30,540,15,40,41,1741.717,32,972.173,31,769.544,28,30035.717,49,1146.535,32,170.869,8,13.974,46
Iowa,2019,3155070,5530,28,3080,29,2460,26,91110,41,4980,27,750,16,130,31,1754.002,30,975.256,29,778.747,26,28878.282,49,1579.68,28,236.128,4,40.57,32
Iowa,2020,3191141,3910,29,2450,30,1460,25,41580,40,3540,28,160,27,110,30,1224.327,30,768.064,29,456.263,27,13029.822,49,1109.008,23,50.452,11,34.157,29
Iowa,2021,3198613,3450,30,2370,30,1080,33,26690,41,3300,30,250,21,30,35,1078.593,31,740.634,32,337.959,33,8344.242,48,1032.948,33,76.596,3,10.63,37
Iowa,2022,3202820,4740,30,2410,31,2320,29,61440,41,4100,31,500,21,40,42,1479.009,33,753.399,33,725.611,29,19184.032,48,1279.185,32,156.425,5,12.177,42
Iowa,2023,3218414,4900,32,2380,34,2520,31,82710,41,4310,30,1500,15,100,30,1523.421,36,739.805,37,783.616,32,25698.061,49,1339.169,31,465.757,3,31.382,29
Kansas,2013,2893212,5000,29,2990,28,2010,29,103290,38,2760,32,470,31,30,33,1728.183,27,1033.453,27,694.73,27,35701.497,36,954.303,31,163.832,34,8.987,39
Kansas,2014,2900475,4860,29,2810,28,2050,29,94330,38,2740,29,490,32,20,34,1675.932,29,969.496,28,706.436,27,32523.638,38,945.707,31,168.938,34,6.895,39
Kansas,2015,2909011,5420,29,3370,29,2050,33,99240,39,2830,33,740,28,50,32,1862.832,27,1159.157,24,703.676,30,34114.687,40,972.839,31,254.726,20,17.188,30
Kansas,2016,2910844,5710,31,3170,29,2540,33,102920,39,3050,31,910,28,30,38,1961.287,30,1088.688,24,872.599,29,35358.473,40,1047.806,31,313.998,20,8.589,40
Kansas,2017,2908718,5700,28,3270,29,2430,32,122460,38,3150,32,580,28,40,37,1960.658,27,1125.582,25,835.076,28,42102.053,39,1083.639,31,199.401,19,14.439,40
Kansas,2018,2911359,5630,30,3470,30,2170,34,135000,37,3940,28,380,25,130,30,1933.805,28,1190.166,25,743.639,30,46369.41,38,1351.946,27,131.554,10,45.34,29
Kansas,2019,2913314,5140,29,3150,28,1990,31,133430,38,3880,31,410,28,160,27,1763.971,28,1079.87,26,684.101,29,45800.762,37,1330.1,30,139.703,13,54.577,29
Kansas,2020,2938172,3940,27,2600,28,1350,26,62880,38,3040,31,130,28,80,33,1341.991,25,884.223,24,457.768,26,21402.083,37,1032.955,28,42.543,16,28.589,33
Kansas,2021,2938338,3400,31,2310,31,1090,32,28610,40,2960,32,170,26,40,34,1156.776,30,787.18,30,369.597,30,9737.477,42,1007.713,34,56.835,10,13.273,34
Kansas,2022,2937324,4450,32,2470,30,1980,33,89900,36,3760,33,350,26,50,38,1514.644,30,840.561,26,674.083,32,30605.408,35,1279.396,31,117.454,9,16.341,40
Kansas,2023,2951500,5280,30,2900,31,2370,34,119090,37,3910,32,780,28,40,41,1787.227,29,983.906,26,803.32,30,40348.975,37,1325.767,32,264.611,10,12.536,44
Kentucky,2013,4404659,5160,28,3560,27,1600,36,93190,39,3340,29,1600,16,60,25,1171.26,39,807.1,33,364.16,46,21157.37,49,758.515,40,363.933,10,12.487,29
Kentucky,2014,4414349,5630,28,3810,25,1820,33,92940,39,2660,30,1850,15,30,28,1276.292,36,864.001,35,412.292,44,21053.614,49,603.26,45,418.861,7,7.702,38
Kentucky,2015,4425976,5650,28,3870,27,1770,36,103920,38,2850,31,1990,14,50,31,1275.877,38,875.061,33,400.816,48,23479.341,49,643.022,44,449.618,7,11.975,37
Kentucky,2016,4438182,7100,26,4680,24,2420,35,114160,38,3050,30,2410,14,40,31,1599.303,33,1053.81,27,545.494,41,25722.469,49,688.12,44,541.889,6,9.463,37
Kentucky,2017,4452268,7540,25,5250,23,2290,35,125010,37,3450,28,1620,14,40,38,1692.845,32,1178.95,23,513.895,41,28078.049,49,773.763,42,363.41,6,9.433,44
Kentucky,2018,4461153,8730,24,6660,19,2080,35,135960,36,4330,26,900,9,120,31,1957.79,27,1491.767,15,466.023,42,30475.754,48,970.601,37,200.845,6,26.226,35
Kentucky,2019,4467673,6010,27,3860,27,2140,29,142260,36,4720,28,1420,6,140,30,1344.324,36,864.432,34,479.892,38,31842.527,48,1057.15,34,318.063,1,31.336,36
Kentucky,2020,4508318,3930,28,2790,27,1140,32,68000,36,2630,33,480,6,110,29,872.166,39,619.522,39,252.644,39,15083.452,48,582.701,46,105.583,2,24.399,35
Kentucky,2021,4507583,4400,27,3260,27,1140,29,41310,34,5050,23,670,4,70,26,976.355,36,722.56,33,253.795,39,9164.113,44,1119.669,31,148.417,1,15.973,31
Kentucky,2022,4519233,6480,25,3520,27,2960,25,85620,37,6380,24,1300,4,120,29,1432.987,34,778.008,30,654.978,34,18944.586,49,1411.744,26,287.659,1,26.996,32
Kentucky,2023,4550595,7830,24,4400,25,3430,24,121970,36,4700,27,2520,7,230,18,1719.995,31,965.808,28,754.187,33,26802.429,48,1031.953,38,552.675,1,51.202,14
Louisiana,2013,4624527,4360,31,2160,33,2200,27,252350,23,2540,33,220,39,40,27,941.718,44,466.642,47,475.076,38,54568.392,25,549.894,46,48.221,41,9.514,37
Louisiana,2014,4644013,4380,32,2300,32,2080,28,310840,22,2620,31,210,38,50,26,943.58,44,495.046,44,448.534,40,66933.06,19,563.306,46,45.435,40,10.982,29
Louisiana,2015,4664628,4700,33,2440,32,2260,30,337810,22,2960,30,140,42,60,28,1006.726,44,523.086,44,483.64,39,72420.137,20,633.705,46,28.941,42,13.72,34
Louisiana,2016,4678135,5780,30,2640,32,3150,26,350060,22,2850,32,170,41,180,15,1236.39,42,564.114,44,672.276,37,74829.82,19,608.362,46,36.981,42,37.836,14
Louisiana,2017,4670560,4690,34,2140,34,2550,29,370860,23,2160,37,80,42,370,14,1003.734,45,457.761,46,545.973,38,79402.898,20,462.471,46,17.985,44,79.22,10
Louisiana,2018,4659690,4890,34,2350,34,2540,28,414140,22,2990,35,20,45,590,12,1049.211,44,504.111,46,545.101,38,88877.157,19,640.815,46,5.151,46,126.403,8
Louisiana,2019,4648794,5120,30,2880,30,2240,28,403130,22,3130,35,10,45,500,17,1100.5,42,619.3,44,481.2,37,86717.329,20,673.293,46,2.581,48,106.909,14
Louisiana,2020,4652301,2580,36,1450,36,1130,33,201600,20,3650,26,0,,750,9,555.424,47,312.319,48,243.106,43,43332.751,18,784.558,35,0,,160.136,4
Louisiana,2021,4627971,3140,32,2030,32,1110,31,71090,24,2340,36,10,45,430,10,677.835,44,439.069,44,238.766,42,15360.727,26,505.189,45,1.513,45,92.697,3
Louisiana,2022,4593687,4820,29,2790,29,2030,31,203750,23,3250,34,20,45,380,15,1049.048,41,608.226,41,440.822,41,44354.567,24,706.622,47,4.789,47,82.94,13
Louisiana,2023,4588071,4940,31,2710,32,2230,35,319100,23,3480,33,110,45,180,21,1077.359,44,591.316,44,486.043,44,69550.362,21,759.143,44,22.885,45,38.796,23
Maine,2013,1328009,1210,48,740,47,470,46,106410,37,990,45,350,35,40,29,909.632,45,554.966,43,354.666,47,80125.21,19,743.971,41,263.552,17,30.873,11
Maine,2014,1330513,1380,46,850,45,530,46,81690,40,910,46,390,34,100,17,1038.697,43,638.851,40,399.846,45,61400.377,23,683.195,40,291.617,13,73.656,7
Maine,2015,1328262,1460,47,920,45,540,46,86150,40,1100,44,430,35,150,20,1102.192,43,694.14,40,408.052,46,64859.945,24,829.656,35,319.967,12,113.682,7
Maine,2016,1331317,1750,45,1100,42,650,46,85070,40,980,46,610,31,90,23,1312.986,41,827.752,38,485.234,46,63901.385,26,738.367,42,455.939,9,66.1,9
Maine,2017,1334612,1590,45,1010,43,590,46,94720,40,1040,44,290,35,60,32,1194.355,41,754.526,41,439.828,46,70971.189,25,778.503,41,215.793,15,44.957,17
Maine,2018,1339057,1750,44,1210,42,540,47,103670,40,1120,46,60,40,80,35,1306.143,40,905.861,34,400.282,46,77417.914,23,839.397,39,46.301,35,59.744,22
Maine,2019,1344212,1360,47,910,44,460,47,106020,40,1080,46,140,35,120,36,1012.489,44,673.257,42,339.232,46,78872.231,22,800.469,43,104.15,23,85.552,19
Maine,2020,1364571,940,46,590,46,340,45,52790,39,710,46,40,38,90,31,685.197,45,435.302,45,249.895,40,38685.418,21,520.31,47,32.245,27,65.222,16
Maine,2021,1378931,900,46,600,46,300,47,34570,35,1150,45,40,38,40,32,651.954,46,431.494,45,220.461,45,25072.321,18,836.155,40,29.008,34,31.184,19
Maine,2022,1390922,1360,45,770,44,600,46,65440,40,1240,44,100,34,150,26,979.926,43,550.714,43,429.212,42,47050.086,22,891.495,42,74.052,21,107.123,9
Maine,2023,1399646,1590,46,850,44,740,46,95150,40,1370,44,410,33,70,35,1136.716,42,607.296,42,529.42,41,67982.904,22,977.39,40,295.075,8,49.298,16
Maryland,2013,5923188,25360,9,13500,11,11860,9,349170,19,17750,11,1240,21,810,5,4281.647,8,2279.009,7,2002.638,6,58949.505,23,2997.035,7,209.684,24,136.92,4
Maryland,2014,5957283,24790,9,12310,11,12480,9,368820,19,13710,11,1230,21,660,7,4160.789,7,2065.707,7,2095.083,7,61911.277,22,2300.881,11,205.966,27,110.957,4
Maryland,2015,5985562,22630,12,10400,14,12230,10,408340,19,18390,10,1510,19,780,7,3780.263,9,1737.849,12,2042.415,7,68220.328,22,3072.393,6,251.94,21,129.645,5
Maryland,2016,6003323,26080,12,11540,13,14540,10,440430,19,19780,10,1650,20,590,8,4343.761,8,1921.436,10,2422.325,8,73364.535,21,3294.009,6,275.348,27,98.945,5
Maryland,2017,6023868,25100,12,10210,14,14890,10,459170,20,17730,9,1070,19,700,7,4165.928,7,1694.592,11,2471.336,7,76225.608,23,2943.126,7,177.959,23,116.868,5
Maryland,2018,6035802,24300,12,10730,16,13570,10,462030,20,12430,15,470,19,1040,8,4026.143,7,1778.223,12,2247.92,7,76548.402,24,2060.041,13,77.04,22,172.471,6
Maryland,2019,6045680,22300,12,11080,13,11220,11,472650,20,19350,11,760,15,1090,9,3689.246,8,1833.044,10,1856.201,7,78179.626,23,3200.467,7,126.206,16,180.79,4
Maryland,2020,6177935,16050,12,8650,14,7400,11,189400,21,19880,7,250,18,910,7,2597.794,7,1399.982,10,1197.811,5,30656.684,24,3217.58,3,39.819,20,146.489,5
Maryland,2021,6179403,17280,12,11600,11,5680,11,118420,17,19800,9,280,16,1090,3,2797.034,8,1877.204,9,919.83,6,19163.34,22,3203.708,7,45.635,16,176.069,1
Maryland,2022,6192440,24230,12,12750,12,11490,11,281510,20,22660,12,500,23,1550,6,3913.32,7,2058.478,9,1854.842,6,45460.594,23,3658.816,7,79.936,18,249.498,2
Maryland,2023,6217062,25520,12,12120,12,13400,10,382660,21,20420,14,1320,21,600,8,4104.35,7,1949.796,10,2154.555,8,61550.617,24,3284.349,9,212.801,19,95.704,5
Massachusetts,2013,6713315,29480,7,15330,8,14150,7,1056510,10,21400,8,1830,14,220,11,4391.571,7,2283.373,6,2108.198,5,157374.561,13,3188.291,5,272.444,15,32.324,10
Massachusetts,2014,6762596,29780,7,14710,7,15070,7,1156760,9,21610,7,1940,14,210,12,4403.043,6,2175.052,6,2227.991,5,171052.803,11,3195.223,5,286.428,14,30.905,14
Massachusetts,2015,6794228,28540,7,12880,9,15650,7,1246290,9,23550,7,1690,17,500,9,4199.888,7,1895.874,9,2304.015,5,183433.497,10,3466.766,5,248.446,23,72.856,11
Massachusetts,2016,6823608,35710,7,16190,7,19520,7,1350220,9,24580,7,1730,18,360,9,5232.716,5,2372.059,6,2860.657,5,197874.79,9,3601.76,5,254.118,30,52.025,11
Massachusetts,2017,6859789,37010,7,16270,7,20740,7,1423600,9,27740,6,1090,18,480,12,5395.21,5,2371.793,5,3023.417,3,207528.686,10,4043.71,3,158.168,27,69.973,12
Massachusetts,2018,6882635,33170,7,14890,7,18290,7,1502920,10,24830,7,460,20,480,13,4819.956,5,2162.834,7,2657.122,4,218364.478,10,3607.049,5,67.416,27,69.741,17
Massachusetts,2019,6892503,30830,7,15000,9,15840,7,1496110,10,22890,9,520,25,670,13,4473.556,5,2176.133,7,2297.424,3,217063.38,10,3321.58,6,74.864,32,97.642,15
Massachusetts,2020,6994598,22110,7,13190,8,8920,8,581580,12,20370,6,290,16,620,11,3160.582,4,1885.741,5,1274.841,4,83147.595,11,2911.819,4,41.604,19,88.926,10
Massachusetts,2021,7000474,22430,7,15400,8,7030,8,232670,12,24090,6,230,22,450,9,3204.212,5,2199.422,5,1004.789,4,33236.464,13,3440.481,5,32.855,26,63.567,9
Massachusetts,2022,7022468,32890,7,18480,7,14410,7,852270,9,27010,10,510,20,1050,8,4682.827,4,2631.411,6,2051.416,4,121363.173,11,3845.941,6,72.197,24,149.52,5
Massachusetts,2023,7066568,36730,7,18950,7,17790,8,1203490,12,24220,9,1230,22,360,14,5198.28,5,2681.075,5,2517.205,4,170306.859,11,3427.548,7,174.201,28,50.378,15
Michigan,2013,9913065,16950,13,9650,14,7310,13,1040330,11,12950,14,4650,3,210,12,1710.066,28,972.958,31,737.108,26,104945.04,17,1306.357,23,469.179,6,21.487,18
Michigan,2014,9929848,18190,13,10440,13,7750,13,701390,12,11810,13,4010,4,140,15,1831.347,27,1051.275,24,780.072,25,70634.213,18,1189.243,23,403.43,9,14.2,23
Michigan,2015,9931715,18050,14,10540,13,7510,14,726630,13,12470,14,3010,5,190,17,1817.309,29,1061.247,25,756.063,26,73162.49,19,1255.876,25,303.271,14,19.03,26
Michigan,2016,9950571,22570,13,10380,15,12190,13,724310,13,13580,13,4260,4,160,16,2268.111,25,1042.855,29,1225.256,22,72790.396,22,1364.344,23,427.915,11,15.778,29
Michigan,2017,9973114,18930,15,9510,15,9420,14,892670,12,12730,14,2540,6,210,18,1897.802,30,953.463,30,944.339,24,89507.55,18,1275.93,25,254.284,10,20.956,34
Michigan,2018,9984072,19850,14,12300,11,7560,14,1068710,12,14340,12,650,13,260,21,1988.167,26,1231.461,24,756.705,29,107041.796,17,1436.087,25,65.204,29,25.841,36
Michigan,2019,9986857,17410,15,9210,15,8210,13,1122100,12,16460,14,1150,10,320,21,1743.692,31,922.012,30,821.68,23,112357.171,17,1648.567,23,114.751,19,32.242,35
Michigan,2020,10072703,13950,14,7510,16,6450,12,587020,11,9070,18,490,5,200,21,1385.229,23,745.381,32,639.848,18,58278.2,15,900.851,31,48.944,12,19.657,36
Michigan,2021,10041351,13930,15,9110,15,4820,13,367310,6,11720,15,530,5,190,18,1387.164,25,907.348,26,479.816,21,36579.839,11,1166.775,30,53.18,12,18.424,29
Michigan,2022,10050877,16880,16,8420,16,8460,15,674300,13,16080,14,1140,7,330,17,1679.555,26,837.439,27,842.116,25,67088.971,17,1599.562,25,113.721,10,32.634,28
Michigan,2023,10083356,18980,16,9230,15,9750,15,1405630,10,16910,15,2450,9,280,17,1882.409,28,915.767,30,966.642,25,139401.108,14,1676.823,27,242.677,12,27.669,33
Minnesota,2013,5413479,12780,17,7750,17,5030,18,232840,24,10530,17,2210,13,100,21,2360.959,19,1431.427,14,929.532,21,43010.419,32,1944.406,18,408.979,9,17.918,22
Minnesota,2014,5451079,13760,17,7810,17,5950,17,240600,24,9180,16,2230,13,50,27,2525.005,16,1433.478,16,1091.527,17,44137.5,32,1683.336,16,409.46,8,9.356,31
Minnesota,2015,5482032,14740,17,9550,17,5190,20,269560,24,7530,20,2290,13,220,14,2688.237,17,1742.237,11,946,22,49171.001,33,1374.126,22,417.363,8,39.401,15
Minnesota,2016,5522744,15600,17,8570,17,7040,18,295880,24,8570,20,2640,13,140,19,2825.226,19,1551.222,14,1274.004,20,53573.912,31,1552.308,20,477.118,8,25.35,19
Minnesota,2017,5566230,16010,17,8820,17,7190,17,310640,25,7830,17,1620,13,130,25,2876.094,16,1585.094,12,1290.999,16,55807.432,30,1407.416,21,291.759,9,23.714,30
Minnesota,2018,5606249,16720,17,10660,17,6060,18,334190,25,8350,18,720,11,340,17,2982.565,17,1902.163,10,1080.402,19,59610.624,28,1489.053,23,128.963,11,60.825,21
Minnesota,2019,5639632,13830,17,8570,17,5260,18,345850,25,14090,16,850,14,480,18,2452.82,18,1520.312,14,932.508,20,61324.037,28,2498.745,12,150.364,10,85.289,20
Minnesota,2020,5710735,9830,17,5970,17,3860,16,145600,25,12020,15,390,11,370,17,1720.969,17,1044.874,17,676.095,17,25495.142,29,2104.107,10,67.767,5,64.09,17
Minnesota,2021,5718660,8770,18,6100,19,2680,18,60050,27,9400,18,270,17,240,15,1534.276,21,1065.809,21,468.466,22,10499.837,37,1643.742,19,47.738,13,41.443,15
Minnesota,2022,5721621,9760,20,4930,21,4830,21,182280,26,13490,17,540,18,300,19,1706.16,25,862.168,25,843.992,24,31857.231,34,2357.898,18,94.554,16,52.607,21
Minnesota,2023,5753048,11940,20,6110,20,5830,20,283380,25,21690,11,1530,14,150,23,2075.074,26,1062.567,24,1012.507,24,49257.541,29,3769.306,5,266.467,9,26.595,34
Mississippi,2013,2988711,1720,44,810,46,910,42,38680,49,970,46,0,,10,48,574.161,50,269.347,49,304.814,50,12942.703,51,325.558,50,0,,1.673,50
Mississippi,2014,2990468,1590,44,760,47,830,44,42730,49,930,45,10,47,10,45,530.686,50,254.81,50,275.877,50,14289.737,51,311.323,49,2.341,47,2.675,48
Mississippi,2015,2988471,1590,45,710,47,880,45,46520,48,950,46,20,45,10,48,531.041,50,237.245,51,293.796,50,15567.827,51,316.55,50,5.019,47,2.677,50
Mississippi,2016,2987938,2150,44,860,46,1290,41,48380,48,990,45,10,46,50,29,719.225,50,286.82,51,432.405,48,16192.438,51,331.332,50,4.351,47,18.073,25
Mississippi,2017,2988510,1790,44,790,46,1000,43,53900,47,660,47,10,48,100,27,599.965,50,264.346,50,335.619,50,18034.07,51,221.515,51,3.012,48,33.461,22
Mississippi,2018,2981020,1640,46,750,45,890,43,58180,47,1130,45,0,,170,27,551.154,50,252.934,50,298.22,50,19517.481,51,377.723,51,0,,55.686,23
Mississippi,2019,2976149,1690,44,940,43,750,43,60020,47,1140,44,10,46,60,38,566.84,50,315.844,50,250.995,49,20166.665,52,382.373,49,3.36,47,20.16,41
Mississippi,2020,2958536,1020,44,560,47,470,43,32460,41,970,44,10,44,150,28,344.765,51,187.593,52,157.172,49,10970.629,50,328.541,50,2.704,44,50.701,22
Mississippi,2021,2947209,1170,44,730,43,440,44,23050,42,950,47,0,,60,29,395.289,50,246.674,49,148.615,50,7820.619,50,322.678,50,0,,18.662,27
Mississippi,2022,2941939,1720,44,970,43,750,43,42870,45,1090,46,0,,60,33,584.988,50,328.695,49,256.294,50,14571.342,51,369.144,51,0,,20.395,35
Mississippi,2023,2943172,1840,44,1000,43,840,45,57800,44,1140,47,10,47,30,42,623.817,50,339.769,49,284.047,49,19636.977,51,388.357,51,3.058,48,11.552,45
Missouri,2013,6040715,6350,24,3860,24,2490,25,149230,31,4820,23,1270,20,40,28,1050.372,41,638.666,41,411.706,41,24704.195,46,797.422,36,209.909,23,7.284,41
Missouri,2014,6056202,6420,24,3760,26,2660,25,153060,32,4250,26,1390,19,20,35,1059.905,41,620.026,42,439.88,41,25273.596,47,701.76,38,229.847,22,3.137,44
Missouri,2015,6071732,6730,25,4200,25,2530,26,171860,32,4320,26,1430,20,70,27,1108.58,42,691.565,42,417.014,45,28304.774,47,711.164,41,235.682,26,10.87,39
Missouri,2016,6087135,6870,27,3670,27,3190,25,180490,33,4660,24,2070,15,60,28,1128.281,44,603.568,43,524.713,43,29650.895,47,765.056,40,340.39,15,9.035,39
Missouri,2017,6106670,7710,24,4650,25,3060,25,200620,32,5110,23,1230,15,50,35,1262.063,39,761.299,39,500.764,42,32852.766,46,836.626,38,200.928,18,7.697,49
Missouri,2018,6121623,7640,25,4900,25,2740,26,210340,32,5270,24,480,18,150,29,1247.708,43,800.768,41,446.94,44,34360.332,46,861.536,38,77.921,21,23.687,38
Missouri,2019,6137428,6900,25,4410,26,2490,25,211210,32,5500,25,680,17,150,28,1124.249,41,718.053,41,406.196,42,34414.09,46,896.304,41,110.796,21,24.766,38
